title,video_id,published_at
[ 기초 수어 Voca ] 195. 날씨 - 수화배우기 [주넌쌤의 수어놀이터],bXST5-cIuiE,2021-07-04T11:30:05Z
[ 기초 수어 Voca ] 194. 날다 - 수화배우기 [주넌쌤의 수어놀이터],1g--q5Qm9R0,2021-07-04T11:15:01Z
[ 기초 수어 Voca ] 193. 날/일 - 수화배우기 [주넌쌤의 수어놀이터],96u5ulndwhY,2021-07-04T11:00:06Z
[ 기초 수어 Voca ] 192. 낚시 - 수화배우기 [주넌쌤의 수어놀이터],6FolJGnYEDk,2021-07-03T11:30:01Z
[ 기초 수어 Voca ] 191. 낙엽 - 수화배우기 [주넌쌤의 수어놀이터],C0lWlqZwqBo,2021-07-03T11:15:00Z
[ 기초 수어 Voca ] 190. 나타내다 - 수화배우기 [주넌쌤의 수어놀이터],hARXJO3Rc_o,2021-07-03T11:00:27Z
[ MSG 워너비 ] '바라만 본다' (-M.O.M.-) 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],xqBQryWpnSo,2021-07-03T00:00:13Z
[ 기초 수어 Voca ] 189. 나이 - 수화배우기 [주넌쌤의 수어놀이터],-adBQ-sqf7Y,2021-07-02T11:30:00Z
[ 기초 수어 Voca ] 188. 나쁘다 - 수화배우기 [주넌쌤의 수어놀이터],MlaBDa83BFc,2021-07-02T11:15:03Z
[ 기초 수어 Voca ] 187. 나비 - 수화배우기 [주넌쌤의 수어놀이터],auVzlL8Lw1M,2021-07-02T11:00:03Z
[ 기초 수어 Voca ] 186. 나무 - 수화배우기 [주넌쌤의 수어놀이터],8fn0M9SnF1o,2021-07-01T11:30:04Z
[ 기초 수어 Voca ] 185. 나라 - 수화배우기 [주넌쌤의 수어놀이터],uJZ_F18IB7Q,2021-07-01T11:15:03Z
[ 기초 수어 Voca ] 184. 나누다 - 수화배우기 [주넌쌤의 수어놀이터],ny3tKckqapY,2021-07-01T11:00:16Z
[ 기초 수어 Voca ] 183. 나 - 수화배우기 [주넌쌤의 수어놀이터],veVuXKImiis,2021-06-30T11:30:16Z
[ 기초 수어 Voca ] 182. 끝/~까지 - 수화배우기 [주넌쌤의 수어놀이터],RC95WVYAB-k,2021-06-30T11:15:01Z
[ 기초 수어 Voca ] 181. 꿈 - 수화배우기 [주넌쌤의 수어놀이터],i1DH91c99OA,2021-06-30T11:00:35Z
[ 기초 수어 Voca ] 180. 꽃 - 수화배우기 [주넌쌤의 수어놀이터],md9FO4OsWyo,2021-06-29T11:30:17Z
[ 기초 수어 Voca ] 179. 껌 - 수화배우기 [주넌쌤의 수어놀이터],qj7kAcp9bQ8,2021-06-29T11:15:03Z
[ 기초 수어 Voca ] 178. 깨끗하다 - 수화배우기 [주넌쌤의 수어놀이터],tCdokiDcYXU,2021-06-29T11:00:19Z
[ MSG 워너비 ] '바라만 본다' (-M.O.M.-) 수화노래 - 수어배우기 [주넌쌤의 수어놀이터],7ngTKgGAc2M,2021-06-28T12:00:08Z
[ 기초 수어 Voca ] 177. ~까지 - 수화배우기 [주넌쌤의 수어놀이터],VBivL--bAPs,2021-06-28T11:30:04Z
[ 기초 수어 Voca ] 176. 깊다 - 수화배우기 [주넌쌤의 수어놀이터],GQF07RfzIq4,2021-06-28T11:15:01Z
[ 기초 수어 Voca ] 175. 김밥 - 수화배우기 [주넌쌤의 수어놀이터],tGM-QMAH8oo,2021-06-28T11:00:33Z
[ 기초 수어 Voca ] 174. 길다 - 수화배우기 [주넌쌤의 수어놀이터],hIbyMt1jDew,2021-06-27T11:30:13Z
[ 기초 수어 Voca ] 173. 길 - 수화배우기 [주넌쌤의 수어놀이터],wSVIUEqmW_M,2021-06-27T11:15:01Z
[ 기초 수어 Voca ] 172. 긴팔 - 수화배우기 [주넌쌤의 수어놀이터],xB-lyvjpy8Y,2021-06-27T11:00:20Z
'가을 우체국 앞에서' - 김대명 - [슬기로운 의사생활 2 OST part 2.] 수화노래 해설영상 ㅡ 수어배우기 [주넌쌤의 수어놀이터],H_MG4CXMfDI,2021-06-27T00:00:02Z
[ 기초 수어 Voca ] 171. 기침 - 수화배우기 [주넌쌤의 수어놀이터],qAtVxONcydk,2021-06-26T11:30:07Z
[ 기초 수어 Voca ] 170. 기차 - 수화배우기 [주넌쌤의 수어놀이터],mpIjh_Tkf-Q,2021-06-26T11:15:03Z
[ 기초 수어 Voca ] 169. 기절/쓰러지다 - 수화배우기 [주넌쌤의 수어놀이터],uXA7gP9SRtE,2021-06-26T11:00:21Z
'가을 우체국 앞에서' - 김대명 - [슬기로운 의사생활 2 OST part 2.] 수화노래 ㅡ 수어배우기 [주넌쌤의 수어놀이터],kks6VWu8qk8,2021-06-26T00:00:25Z
[ 기초 수어 Voca ] 168. 기적 - 수화배우기 [주넌쌤의 수어놀이터],AO291gxXIzI,2021-06-25T11:30:06Z
[ 기초 수어 Voca ] 167. 기자 - 수화배우기 [주넌쌤의 수어놀이터],zO0YALQ15SM,2021-06-25T11:15:01Z
[ 기초 수어 Voca ] 166. 기억/외우다 - 수화배우기 [주넌쌤의 수어놀이터],4D-5RJGHTBA,2021-06-25T11:00:05Z
[ 기초 수어 Voca ] 165. 기술자 - 수어배우기 [주넌쌤의 수어놀이터],LvjelKWKSys,2021-06-24T11:30:03Z
[ 기초 수어 Voca ] 164. 기술 - 수화배우기 [주넌쌤의 수어놀이터],fEXcLdPMeHo,2021-06-24T11:15:02Z
[ 기초 수어 Voca ] 163. 기말고사 - 수화배우기 [주넌쌤의 수어놀이터],S6GVO1j1eww,2021-06-24T11:00:15Z
[ 기초 수어 Voca ] 162. 기린 - 수화배우기 [주넌쌤의 수어놀이터],29IR8sO0__k,2021-06-23T11:30:01Z
[ 기초 수어 Voca ] 161. 기름/익숙 - 수화배우기 [주넌쌤의 수어놀이터],UHzLldXt2Zc,2021-06-23T11:15:01Z
[ 기초 수어 Voca ] 160. 기도 - 수화배우기 [주넌쌤의 수어놀이터],3nikeohwyxw,2021-06-23T11:00:05Z
[ 기초 수어 Voca ] 159. 기계 - 수화배우기 [주넌쌤의 수어놀이터],k57coIbxmTU,2021-06-22T11:30:06Z
[ 기초 수어 Voca ] 158. 금식 - 수화배우기 [주넌쌤의 수어놀이터],XoWT3WDHNx0,2021-06-22T11:15:01Z
[ 기초 수어 Voca ] 157. 금메달 - 수화배우기 [주넌쌤의 수어놀이터],u9KPRANa7Zo,2021-06-22T11:00:31Z
[ 기초 수어 Voca ] 156. 금 - 수화배우기 [주넌쌤의 수어놀이터],tixk9zh1M8U,2021-06-21T11:30:07Z
[ 기초 수어 Voca ] 155. 글/국어 - 수화배우기 [주넌쌤의 수어놀이터],bvEL1k5klo0,2021-06-21T11:15:01Z
[ 기초 수어 Voca ] 154. 근육 - 수화배우기 [주넌쌤의 수어놀이터],zmpOx8rV_JM,2021-06-21T11:00:21Z
[ 기초 수어 Voca ] 153. 극장 - 수화배우기 [주넌쌤의 수어놀이터],FfWQw3D73Kw,2021-06-20T11:30:02Z
[ 기초 수어 Voca ] 152. 그저께 - 수화배우기 [주넌쌤의 수어놀이터],aTyNIcKXDrU,2021-06-20T11:15:01Z
[ 기초 수어 Voca ] 151. 그립다 - 수화배우기 [주넌쌤의 수어놀이터],GADyAQ0UOm8,2021-06-20T11:00:07Z
'비와 당신' -이무진- [슬기로운 의사생활 2 OST part 1.] 수화노래 해설영상ㅡ 수어배우기 [주넌쌤의 수어놀이터],RkFQezValis,2021-06-20T06:00:04Z
[ 기초 수어 Voca. 트레이닝 #3 ] / 101. 공장 ~ 150. 그림자 / 수화배우기 [주넌쌤의 수어놀이터],cSS7cOEE0pA,2021-06-19T12:00:31Z
'비와 당신' -이무진- [슬기로운 의사생활 2 OST part 1.] 수화노래 ㅡ 수어배우기 [주넌쌤의 수어놀이터],oPFeMLRCeR0,2021-06-19T12:00:18Z
[ 기초 수어 Voca ] 150. 그림자 - 수화배우기 [주넌쌤의 수어놀이터],FSfjj9HZX5s,2021-06-19T11:30:02Z
[ 기초 수어 Voca ] 149. 그리고/또 - 수화배우기 [주넌쌤의 수어놀이터],Pivt1GXmh8Y,2021-06-19T11:15:01Z
[ 기초 수어 Voca ] 148. 그러면 - 수화배우기 [주넌쌤의 수어놀이터],ngCI7AXejVI,2021-06-19T11:00:27Z
[ 기초 수어 Voca ] 147. 그러나 - 수화배우기 [주넌쌤의 수어놀이터],KbZPF80pGTo,2021-06-18T11:30:06Z
[ 기초 수어 Voca ] 146. 그네 - 수화배우기 [주넌쌤의 수어놀이터],vl5EsmYsBSY,2021-06-18T11:15:01Z
[ 기초 수어 Voca ] 145. 그냥 - 수화배우기 [주넌쌤의 수어놀이터],axHET5875rY,2021-06-18T11:00:02Z
[ 기초 수어 Voca ] 144. 귤 - 수화배우기 [주넌쌤의 수어놀이터],QbDBgE58zAg,2021-06-17T11:30:02Z
[ 기초 수어 Voca ] 143. 귀엽다 - 수화배우기 [주넌쌤의 수어놀이터],VMHkJ5PAcyU,2021-06-17T11:15:01Z
[ 기초 수어 Voca ] 142. 권투 - 수화배우기 [주넌쌤의 수어놀이터],K0EmnFjUuL0,2021-06-17T11:00:07Z
[ 기초 수어 Voca ] 141. 권리금 - 수화배우기 [주넌쌤의 수어놀이터],vD7iP8bwZHU,2021-06-16T11:30:08Z
[ 기초 수어 Voca ] 140. 권력 - 수화배우기 [주넌쌤의 수어놀이터],9jAT-f1XBGw,2021-06-16T11:15:00Z
[ 기초 수어 Voca ] 139. 궁금하다 - 수화배우기 [주넌쌤의 수어놀이터],AQbAIig3axM,2021-06-16T11:00:04Z
[ 기초 수어 Voca ] 138. 궁궐/궁전 - 수화배우기 [주넌쌤의 수어놀이터],te2P42poyDE,2021-06-15T11:30:15Z
[ 기초 수어 Voca ] 137. 굴 - 수화배우기 [주넌쌤의 수어놀이터],yqPBUiq4pkg,2021-06-15T11:15:01Z
[ 기초 수어 Voca ] 136. 군인 - 수화배우기 [주넌쌤의 수어놀이터],ZtXBv5soPf4,2021-06-15T11:00:12Z
[ 기초 수어 Voca ] 135. 군대 - 수화배우기 [주넌쌤의 수어놀이터],h1TsNON7Q1c,2021-06-14T11:30:12Z
[ 기초 수어 Voca ] 134. 국회의원 - 수어배우기 [주넌쌤의 수어놀이터],cjK1XVyLxzI,2021-06-14T11:15:01Z
[ 기초 수어 Voca ] 133. 국회 - 수화배우기 [주넌쌤의 수어놀이터],lxiqOk5a3Ow,2021-06-14T11:00:16Z
[ 기초 수어 Voca ] 132. 국어/글 - 수화배우기 [주넌쌤의 수어놀이터],xKXrrPBl9TY,2021-06-13T11:30:15Z
[ 기초 수어 Voca ] 131. 국수 - 수화배우기 [주넌쌤의 수어놀이터],AniRLXEf1Dg,2021-06-13T11:15:00Z
[ 기초 수어 Voca ] 130. 국민 - 수화배우기 [주넌쌤의 수어놀이터],vxgPcSbBNi4,2021-06-13T11:00:15Z
'소방관의 기도' [ 소방청 로고송 ] 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],yDzASoIIV9c,2021-06-13T03:00:30Z
[ 기초 수어 Voca ] 129. 국 - 수화배우기 [주넌쌤의 수어놀이터],5l_usAhNJYw,2021-06-12T11:30:03Z
[ 기초 수어 Voca ] 128. 구하다 - 수화배우기 [주넌쌤의 수어놀이터],WPWiyLI2nnA,2021-06-12T11:15:01Z
[ 기초 수어 Voca ] 127. 구토 - 수화배우기 [주넌쌤의 수어놀이터],dJAsWq2K6Z4,2021-06-12T11:00:13Z
'소방관의 기도' [ 소방청 로고송 ] 수화노래 - 수어배우기 [주넌쌤의 수어놀이터],miKawMMRW14,2021-06-12T03:00:13Z
[ 기초 수어 Voca ] 126. 구청 - 수화배우기 [주넌쌤의 수어놀이터],RF4eugwwO9A,2021-06-11T11:30:04Z
[ 기초 수어 Voca ] 125. 구름 - 수화배우기 [주넌쌤의 수어놀이터],vAyIqJQAKD0,2021-06-11T11:15:02Z
[ 기초 수어 Voca ] 124. 구금/가두다 - 수화배우기 [주넌쌤의 수어놀이터],KCpwJRz4Zdg,2021-06-11T11:00:08Z
[ 기초 수어 Voca ] 123. 교회 - 수화배우기 [주넌쌤의 수어놀이터],63CSeb_iBGM,2021-06-10T11:30:03Z
[ 기초 수어 Voca ] 122. 교통사고 - 수화배우기 [주넌쌤의 수어놀이터],f_rkDkTo4qE,2021-06-10T11:15:03Z
[ 기초 수어 Voca ] 121. 교통 - 수화배우기 [주넌쌤의 수어놀이터],UsrWytIR8RY,2021-06-10T11:00:12Z
[ 기초 수어 Voca ] 120. 교체하다 - 수화배우기 [주넌쌤의 수어놀이터],nUPZ9-jO9N8,2021-06-09T11:30:06Z
[ 기초 수어 Voca ] 119. 교제하다 - 수화배우기 [주넌쌤의 수어놀이터],SjJ--te2tSQ,2021-06-09T11:15:02Z
[ 기초 수어 Voca ] 118. 교장 - 수화배우기 [주넌쌤의 수어놀이터],69hnJdscTT0,2021-06-09T11:00:02Z
[ 기초 수어 Voca ] 117. 교육 - 수화배우기 [주넌쌤의 수어놀이터],hyPHFkZY1Mw,2021-06-08T11:30:13Z
[ 기초 수어 Voca ] 116. 교실 - 수화배우기 [주넌쌤의 수어놀이터],kl9EecUcGUE,2021-06-08T11:15:01Z
[ 기초 수어 Voca ] 115. 교사 - 수화배우기 [주넌쌤의 수어놀이터],4yZ6nps9rYU,2021-06-08T11:00:01Z
[ 기초 수어 Voca ] 114. 교감 - 수화배우기 [주넌쌤의 수어놀이터],r-vJeB3C5yo,2021-06-07T11:30:06Z
[ 기초 수어 Voca ] 113. 괜찮다 - 수화배우기 [주넌쌤의 수어놀이터],kcF0mEgl1QA,2021-06-07T11:15:01Z
[ 기초 수어 Voca ] 112. 광야 - 수화배우기 [주넌쌤의 수어놀이터],mVJrQKdipiM,2021-06-07T11:00:30Z
[ 기초 수어 Voca ] 111. 광부 - 수어배우기 [주넌쌤의 수어놀이터],aAFZpFP8g5w,2021-06-06T11:30:00Z
[ 기초 수어 Voca ] 110. 광고 - 수화배우기 [주넌쌤의 수어놀이터],QMPgq7XROF0,2021-06-06T11:15:00Z
[ 기초 수어 Voca ] 109. 과학 - 수화배우기 [주넌쌤의 수어놀이터],FkJAK8-TF0M,2021-06-06T11:00:13Z
[ 기초 수어 Voca ] 108. 과자 - 수화배우기 [주넌쌤의 수어놀이터],5mbjaiWekSM,2021-06-05T11:30:00Z
[ 기초 수어 Voca ] 107. 과일 - 수화배우기 [주넌쌤의 수어놀이터],YWx1-jSuUhk,2021-06-05T11:15:01Z
[ 기초 수어 Voca ] 106. 과목 - 수화배우기 [주넌쌤의 수어놀이터],BQ1ZTsxqM-g,2021-06-05T11:00:06Z
[ 기초 수어 Voca ] 105. 과거 - 수화배우기 [주넌쌤의 수어놀이터],2JzpRmNbzYs,2021-06-04T11:30:00Z
[ 기초 수어 Voca ] 104. 공휴일 - 수화배우기 [주넌쌤의 수어놀이터],ubKGMet4-XY,2021-06-04T11:15:02Z
[ 기초 수어 Voca ] 103. 공항 - 수화배우기 [주넌쌤의 수어놀이터],3wcb4ESOYNE,2021-06-04T11:00:02Z
[ 기초 수어 Voca. 트레이닝 #2 ] / 051.게으르다 ~ 100. 공작 / 수화배우기 [주넌쌤의 수어놀이터],EuCjEN74A_k,2021-06-03T12:00:07Z
[ 기초 수어 Voca ] 102. 공주 - 수화배우기 [주넌쌤의 수어놀이터],8pG9S_U9qAk,2021-06-03T11:30:04Z
[ 기초 수어 Voca ] 101. 공장 - 수화배우기 [주넌쌤의 수어놀이터],Aw6LgQEiAeg,2021-06-03T11:15:01Z
[ 기초 수어 Voca ] 100. 공작 - 수화배우기 [주넌쌤의 수어놀이터],5Hm5XA2uqEU,2021-06-03T11:00:01Z
[ 기초 수어 Voca ] 099. 공원 - 수화배우기 [주넌쌤의 수어놀이터],shGVy1Dmi68,2021-06-02T11:30:20Z
[ 기초 수어 Voca ] 098. 공부 - 수화배우기 [주넌쌤의 수어놀이터],N2BOfJU7-e8,2021-06-02T11:15:01Z
[ 기초 수어 Voca ] 097. 공무원 - 수화배우기 [주넌쌤의 수어놀이터],O2J9xeGMZ_0,2021-06-02T11:00:08Z
[ 기초 수어 Voca ] 096. 공기 - 수화배우기 [주넌쌤의 수어놀이터],gW1R4-6N6X0,2021-06-01T11:30:11Z
[ 기초 수어 Voca ] 095. 공군 - 수화배우기 [주넌쌤의 수어놀이터],ZYoIZwfD8V8,2021-06-01T11:15:01Z
[ 기초 수어 Voca ] 094. 공공시설 - 수화배우기 [주넌쌤의 수어놀이터],VTY9uUdBOAM,2021-06-01T11:00:09Z
[ 기초 수어 Voca ] 093. 곱하기 - 수화배우기 [주넌쌤의 수어놀이터],jZlFjK-DLm4,2021-05-31T11:30:06Z
[ 기초 수어 Voca ] 092. 곰 - 수화배우기 [주넌쌤의 수어놀이터],K1wHr5Br9x0,2021-05-31T11:15:01Z
[ 기초 수어 Voca ] 091. 골프 - 수화배우기 [주넌쌤의 수어놀이터],23ULzQHBRe4,2021-05-31T11:00:02Z
[ MSG 워너비 TOP 8 ] '만약에' (-M.O.M.-) 수화노래 해설영상 - 수화배우기 [주넌쌤의 수어놀이터],wlP972jXxY0,2021-05-30T12:00:17Z
[ 기초 수어 Voca ] 090. 골짜기 - 수화배우기 [주넌쌤의 수어놀이터],gO63xIhvLxY,2021-05-30T11:30:05Z
[ 기초 수어 Voca ] 089. 골절 - 수화배우기 [주넌쌤의 수어놀이터],cZPfhAj_9js,2021-05-30T11:15:02Z
[ 기초 수어 Voca ] 088. 고혈압 - 수화배우기 [주넌쌤의 수어놀이터],BEZbbTN-zoM,2021-05-30T11:00:02Z
[ 기초 수어 Voca ] 087. 고향 - 수화배우기 [주넌쌤의 수어놀이터],SsAUrSP6Bxk,2021-05-29T11:30:04Z
[ 기초 수어 Voca ] 086. 고치다 - 수화배우기 [주넌쌤의 수어놀이터],1On-V9-SHd0,2021-05-29T11:15:00Z
[ 기초 수어 Voca ] 085. 고추 - 수화배우기 [주넌쌤의 수어놀이터],z-z8W5CeJ3s,2021-05-29T11:00:21Z
[ MSG 워너비 TOP 8 ] '만약에' (-M.O.M.-) 수화노래 - 수화배우기 [주넌쌤의 수어놀이터],apPy_ibHWyc,2021-05-29T09:50:41Z
[ MSG 워너비 TOP 8 ] '체념' (-정상동기-) 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],Xsh7LyIOIcg,2021-05-28T12:00:30Z
[ 기초 수어 Voca ] 084. 고양이 - 수화배우기 [주넌쌤의 수어놀이터],7-KXubpvP3Q,2021-05-28T11:30:03Z
[ 기초 수어 Voca ] 083. 고아 - 수화배우기 [주넌쌤의 수어놀이터],65amzs6Wjvc,2021-05-28T11:15:01Z
[ 기초 수어 Voca ] 082. 고속버스 - 수화배우기 [주넌쌤의 수어놀이터],Xa8oRCM4uvE,2021-05-28T11:00:10Z
[ 기초 수어 Voca ] 081. 고소장 - 수화배우기 [주넌쌤의 수어놀이터],ftg7Vu1PaBA,2021-05-27T11:30:09Z
[ 기초 수어 Voca ] 080. 고소 - 수화배우기 [주넌쌤의 수어놀이터],nnNHSzL0C98,2021-05-27T11:15:05Z
[ 기초 수어 Voca ] 079. 고생 - 수화배우기 [주넌쌤의 수어놀이터],zfK6_sQRZLw,2021-05-27T11:00:34Z
[ 기초 수어 Voca ] 078. 고백 - 수화배우기 [주넌쌤의 수어놀이터],9Wg6h_E5P7E,2021-05-26T11:30:01Z
[ 기초 수어 Voca ] 077. 고발 - 수화배우기 [주넌쌤의 수어놀이터],vtacJ0HgF60,2021-05-26T11:15:03Z
[ 기초 수어 Voca ] 076. 고민하다 - 수화배우기 [주넌쌤의 수어놀이터],8jN9u4HFwgg,2021-05-26T11:00:03Z
[ 기초 수어 Voca ] 075. 고맙다 - 수화배우기 [주넌쌤의 수어놀이터],PRkOfuxqh18,2021-05-25T11:30:04Z
[ 기초 수어 Voca ] 074. 고릴라 - 수화배우기 [주넌쌤의 수어놀이터],31b4QnV8bJM,2021-05-25T11:15:01Z
[ 기초 수어 Voca ] 073. 고래 - 수화배우기 [주넌쌤의 수어놀이터],D37MeJbCTiM,2021-05-25T11:00:11Z
[ MSG 워너비 ] '체념' (-정상동기-) 수화노래 - 수어배우기 [주넌쌤의 수어놀이터],xdD3sXqavsU,2021-05-24T12:00:22Z
[ 기초 수어 Voca ] 072. 고등학교 - 수화배우기 [주넌쌤의 수어놀이터],NIeBcG_zbdo,2021-05-24T11:30:02Z
[ 기초 수어 Voca ] 071. 고난/고통 - 수화배우기 [주넌쌤의 수어놀이터],hCBdDnflJ-Q,2021-05-24T11:15:01Z
[ 기초 수어 Voca ] 070. 고기 - 수화배우기 [주넌쌤의 수어놀이터],HLJBiizLb3o,2021-05-24T11:00:07Z
'우리집' (초2 [여름] 교과서 수록곡) 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],rwkLjIJ207A,2021-05-23T12:00:31Z
[ 기초 수어 Voca ] 069. 고구마 - 수화배우기 [주넌쌤의 수어놀이터],05xqWfrhl10,2021-05-23T11:30:00Z
[ 기초 수어 Voca ] 068. 계획 - 수화배우기 [주넌쌤의 수어놀이터],nsk733D6Jng,2021-05-23T11:15:04Z
[ 기초 수어 Voca ] 067. 계절 - 수화배우기 [주넌쌤의 수어놀이터],_xZtfUUq7Yc,2021-05-23T11:00:12Z
'우리집' (초2 [여름] 교과서 수록곡) 수화노래 [예술제 지도 Ver.] - 수어배우기 [주넌쌤의 수어놀이터],cTFQuLzD5Go,2021-05-22T13:00:14Z
[ 기초 수어 Voca ] 066. 계약 - 수화배우기 [주넌쌤의 수어놀이터],6SOPZBePREM,2021-05-22T11:30:00Z
[ 기초 수어 Voca ] 065. 계속 - 수화배우기 [주넌쌤의 수어놀이터],KUzI9DZW0Vg,2021-05-22T11:15:01Z
[ 기초 수어 Voca ] 064. 계란/알 - 수화배우기 [주넌쌤의 수어놀이터],9Sm-7a32NnE,2021-05-22T11:00:02Z
[ 기초 수어 Voca ] 063. 계단 - 수화배우기 [주넌쌤의 수어놀이터],hX8U00ll9c4,2021-05-21T11:30:06Z
[ 기초 수어 Voca ] 062. 경험 - 수화배우기 [주넌쌤의 수어놀이터],qNNN3PWM24U,2021-05-21T11:15:03Z
[ 기초 수어 Voca ] 061. 경찰서 - 수화배우기 [주넌쌤의 수어놀이터],jytqKT2a2HQ,2021-05-21T11:00:18Z
[ 기초 수어 Voca ] 060. 경찰 - 수화배우기 [주넌쌤의 수어놀이터],jS3D1J1BMnQ,2021-05-20T11:30:04Z
[ 기초 수어 Voca ] 059. 경쟁/경주 - 수화배우기 [주넌쌤의 수어놀이터],y6iCEz__J18,2021-05-20T11:15:04Z
[ 기초 수어 Voca ] 058. 경제 - 수화배우기 [주넌쌤의 수어놀이터],MCd7r-6wduM,2021-05-20T11:00:10Z
[ 기초 수어 Voca. 트레이닝 #1 ] / 001.가깝다 ~ 050. 게 / 수화배우기 [주넌쌤의 수어놀이터],zIWr4Q0MrK0,2021-05-19T13:00:20Z
[ 기초 수어 Voca ] 057. 경기 - 수화배우기 [주넌쌤의 수어놀이터],ZvYh_ciC-AM,2021-05-19T11:30:04Z
[ 기초 수어 Voca ] 055. 결혼 - 수화배우기 [주넌쌤의 수어놀이터],qLIeFIrM8fk,2021-05-19T11:00:32Z
[ 기초 수어 Voca ] 056. 겸손 - 수화배우기 [주넌쌤의 수어놀이터],WvncUVZpI3s,2021-05-18T23:45:14Z
'모두모두 자란다' (초등 교과서 수록곡) 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],gZUa48IRHi0,2021-05-18T12:00:28Z
[ 기초 수어 Voca ] 054. 결선 - 수화배우기 [주넌쌤의 수어놀이터],weJwzvV0rSw,2021-05-18T11:30:07Z
[ 기초 수어 Voca ] 053. 결과/마지막 - 수화배우기 [주넌쌤의 수어놀이터],yB4AKOEx5uM,2021-05-18T11:15:02Z
[ 기초 수어 Voca ] 052. 겨울/춥다 - 수화배우기 [주넌쌤의 수어놀이터],gIdQB2bfoIM,2021-05-18T11:00:14Z
[ 기초 수어 Voca ] 051. 게으르다 - 수화배우기 [주넌쌤의 수어놀이터],-ltUrHwqr1Q,2021-05-17T11:30:00Z
[ 기초 수어 Voca ] 050. 게 - 수화배우기 [주넌쌤의 수어놀이터],H1vszBqQaK8,2021-05-17T11:15:01Z
[ 기초 수어 Voca ] 049. 검찰 - 수화배우기 [주넌쌤의 수어놀이터],Drc7l-toc8M,2021-05-17T11:00:03Z
[ 기초 수어 Voca ] 048. 검은색 - 수화배우기 [주넌쌤의 수어놀이터],gC_sB1bpNK4,2021-05-16T11:30:10Z
[ 기초 수어 Voca ] 047. 검사/살피다 - 수화배우기 [주넌쌤의 수어놀이터],_hjy5fMYQ3M,2021-05-16T11:15:00Z
[ 기초 수어 Voca ] 046. 검도 - 수화배우기 [주넌쌤의 수어놀이터],NcWF0Yomehw,2021-05-16T11:00:14Z
'모두모두 자란다' (초등 교과서 수록곡) 수화노래 [예술제 지도 Ver.] - 수어배우기 [주넌쌤의 수어놀이터],sk_HuVgehyk,2021-05-16T00:00:21Z
[ 기초 수어 Voca ] 045. 걷다 - 수화배우기 [주넌쌤의 수어놀이터],UG3e1fCrrQU,2021-05-15T11:30:04Z
[ 기초 수어 Voca ] 044. 건축 - 수화배우기 [주넌쌤의 수어놀이터],_mRJDkf7aP4,2021-05-15T11:15:02Z
[ 기초 수어 Voca ] 043. 건의 - 수화배우기 [주넌쌤의 수어놀이터],YAqphFRlBA8,2021-05-15T11:00:21Z
'너의 발걸음에 빛을 비춰줄게' (-케이시-) 수화노래 해설영상 - 수어배우기 [주넌쌤의 수어놀이터],naHnCy6KV6Q,2021-05-14T12:00:20Z
[ 기초 수어 Voca ] 042. 건빵 - 수화배우기 [주넌쌤의 수어놀이터],vVjWI_Vb7S4,2021-05-14T11:30:08Z
[ 기초 수어 Voca ] 041. 건강 - 수화배우기 [주넌쌤의 수어놀이터],2m9vs2dkZGs,2021-05-14T11:15:00Z
[ 기초 수어 Voca ] 040. 걱정 - 수화배우기 [주넌쌤의 수어놀이터],r-TPCQQbhzY,2021-05-14T11:00:20Z
[ 기초 수어 Voca ] 039. 거칠다 - 수화배우기 [주넌쌤의 수어놀이터],W0nyjnSSv68,2021-05-13T11:30:13Z
[ 기초 수어 Voca ] 038. 거역하다/어기다 - 수화배우기 [주넌쌤의 수어놀이터],npisv2x1UvQ,2021-05-13T11:15:04Z
[ 기초 수어 Voca ] 037. 거북이 - 수화배우기 [주넌쌤의 수어놀이터],wsNfDc4t1ZA,2021-05-13T11:00:20Z
[ 기초 수어 Voca ] 036. 거미 - 수화배우기 [주넌쌤의 수어놀이터],WrNrd9yB97Y,2021-05-12T11:30:13Z
[ 기초 수어 Voca ] 035. 거리 - 수화배우기 [주넌쌤의 수어놀이터],EYn99is8rzw,2021-05-12T11:15:01Z
[ 기초 수어 Voca ] 034. 거룩하다 - 수화배우기 [주넌쌤의 수어놀이터],PfoEjJ5s4x4,2021-05-12T11:00:10Z
[ 기초 수어 Voca ] 033. 개학 - 수화배우기 [주넌쌤의 수어놀이터],yuQOZX-PW3U,2021-05-11T11:30:09Z
[ 기초 수어 Voca ] 032. 개인 - 수화배우기 [주넌쌤의 수어놀이터],x3pUHPQKp7Y,2021-05-11T11:15:03Z
[ 기초 수어 Voca ] 031. 개월(달) - 수화배우기 [주넌쌤의 수어놀이터],qbvqOQXILVI,2021-05-11T11:00:19Z
[ 기초 수어 Voca ] 030. 개미 - 수화배우기 [주넌쌤의 수어놀이터],43Z8Rrbk_2I,2021-05-10T11:30:01Z
[ 기초 수어 Voca ] 029. 개나리 - 수화배우기 [주넌쌤의 수어놀이터],MFSdqi64BIM,2021-05-10T11:15:00Z
